,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
98,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,28,34,82.4,1,28,0,0,0,Match Report,Andre-Onana,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
99,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,GK,90.0,0.0,0.0,0,0,0,0,1,0,24,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,0,16,0,0,0,Match Report,Andre-Onana,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
100,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,Manchester Utd,Arsenal,Y,GK,90.0,0.0,0.0,0,0,0,0,1,0,54,0,0,0,0.0,0.0,0.0,0,0,43,53,81.1,0,45,0,0,0,Match Report,Andre-Onana,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
101,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Fulham,Everton,N,LM,33.0,0.0,0.0,0,0,0,0,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,54.5,1.0,9.0,0.0,1.0,0.0,Match Report,Andreas-Pereira,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,1
102,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Fulham,Brentford,Y,LM,67.0,0.0,0.0,0,0,1,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,22.0,31.8,1.0,14.0,1.0,2.0,2.0,Match Report,Andreas-Pereira,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,2
103,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Fulham,Arsenal,Y,LM,62.0,1.0,0.0,0,0,1,1,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,66.7,0.0,9.0,0.0,0.0,0.0,Match Report,Andreas-Pereira,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,3
105,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Fulham,Manchester City,Y,RM,90.0,0.0,0.0,0,0,0,0,1,0,40.0,0.0,0,1.0,0.0,0.0,0.1,1.0,0.0,23.0,35.0,65.7,2.0,17.0,0.0,0.0,0.0,Match Report,Andreas-Pereira,2023-24,,,,,,,,,L,1–5,1,5,0.0,0.0,4
106,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,74,2,2,2,0.0,0.0,0.0,2,0,41,60,68.3,6,35,1,0,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
107,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,90,3,1,0,0.0,0.0,0.3,3,0,71,83,85.5,8,50,4,1,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
108,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,66,1,0,1,0.0,0.0,0.0,1,0,43,57,75.4,3,21,0,2,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
109,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,119,2,1,0,0.0,0.0,0.0,3,0,101,112,90.2,8,95,0,0,0,Match Report,Andrew-Robertson,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
110,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Andrey-Santos,2023-24,0,0,0,0,0,0,0,0,D,1–1,1,1,0.0,1.0,1
112,0,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Andy-Lonergan,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,3
113,2,2023-09-02,Sat,Premier League,Matchweek 4,Away,Everton,Sheffield Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Andy-Lonergan,2023-24,0,0,0,0,0,0,0,0,D,2–2,2,2,0.0,0.0,4
114,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Sheffield Utd,Crystal Palace,Y,CB,90.0,0.0,0.0,0,0,2,0,1,0,42,2,1,1,0.1,0.1,0.0,1,0,17,27,63.0,1,18,1,1,1,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
115,1,2023-08-18,Fri,Premier League,Matchweek 2,Away,Sheffield Utd,Nott'ham Forest,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,71,3,1,2,0.1,0.1,0.0,2,1,42,58,72.4,1,30,1,2,1,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,2
116,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Sheffield Utd,Manchester City,Y,CB,90.0,0.0,0.0,0,0,2,0,0,0,29,1,1,4,0.3,0.3,0.0,0,0,13,17,76.5,1,6,0,0,0,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
118,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Sheffield Utd,Everton,Y,CB,90.0,0.0,0.0,0,0,0,0,1,0,57,2,3,3,0.0,0.0,0.0,0,0,29,40,72.5,2,28,0,1,0,Match Report,Anel-Ahmedhodzic,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,4
119,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Angelo-Ogbonna,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
120,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,N,CB,22.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Angelo-Ogbonna,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
121,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,West Ham,Brighton,Y,CB,90.0,0.0,0.0,0,0,0,0,0,0,29,1,1,5,0.0,0.0,0.0,0,0,14,17,82.4,1,10,0,0,0,Match Report,Angelo-Ogbonna,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
122,3,2023-09-01,Fri,Premier League,Matchweek 4,Away,West Ham,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Angelo-Ogbonna,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,4
123,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Sheffield Utd,Crystal Palace,N,"CM,CB",11.0,0.0,0.0,0,0,0,0,1,0,6,0,1,0,0.0,0.0,0.0,0,0,0,2,0.0,0,4,0,1,0,Match Report,Anis-Ben-Slimane,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
125,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,Sheffield Utd,Everton,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Anis-Ben-Slimane,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,4
126,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Nott'ham Forest,Arsenal,N,RW,11.0,0.0,1.0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.6,3.0,1.0,2.0,3.0,66.7,1.0,4.0,1.0,0.0,0.0,Match Report,Anthony-Elanga,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,1
127,1,2023-08-18,Fri,Premier League,Matchweek 2,Home,Nott'ham Forest,Sheffield Utd,N,LW,22.0,0.0,0.0,0,0,1,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,55.6,0.0,6.0,2.0,2.0,1.0,Match Report,Anthony-Elanga,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,2
128,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Nott'ham Forest,Manchester Utd,N,CM,10.0,0.0,0.0,0,0,1,0,0,0,8.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,4.0,1.0,1.0,1.0,Match Report,Anthony-Elanga,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,3
130,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Nott'ham Forest,Chelsea,N,AM,46.0,1.0,0.0,0,0,3,3,0,0,18.0,1.0,0,1.0,0.5,0.5,0.0,3.0,0.0,4.0,7.0,57.1,1.0,11.0,4.0,4.0,3.0,Match Report,Anthony-Elanga,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,4
131,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Newcastle Utd,Aston Villa,Y,LW,67.0,0.0,1.0,0,0,1,0,1,0,34,2,0,0,0.1,0.1,0.6,3,1,19,22,86.4,3,27,1,5,2,Match Report,Anthony-Gordon,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,1
132,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Newcastle Utd,Manchester City,Y,LW,55.0,0.0,0.0,0,0,2,0,1,0,23,0,0,0,0.1,0.1,0.0,0,0,14,16,87.5,0,22,3,1,0,Match Report,Anthony-Gordon,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,2
133,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Newcastle Utd,Liverpool,Y,LW,71.0,1.0,0.0,0,0,4,3,0,0,40,1,0,1,0.6,0.6,0.2,5,0,25,28,89.3,3,29,8,7,3,Match Report,Anthony-Gordon,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
134,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,Newcastle Utd,Brighton,Y,"LW,RW",90.0,0.0,0.0,0,0,1,0,1,0,38,3,0,1,0.2,0.2,0.1,2,0,27,30,90.0,1,23,3,2,1,Match Report,Anthony-Gordon,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
135,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Anthony-Martial,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
136,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,N,FW,6.0,0.0,0.0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,1,0,6,6,100.0,1,6,0,1,0,Match Report,Anthony-Martial,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
137,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,FW,59.0,0.0,0.0,0,0,1,0,0,0,19,0,0,1,0.0,0.0,0.0,1,0,13,15,86.7,1,14,1,0,0,Match Report,Anthony-Martial,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
138,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,Manchester Utd,Arsenal,Y,FW,66.0,0.0,0.0,0,0,1,1,0,0,17,0,0,0,0.0,0.0,0.0,1,0,11,12,91.7,2,10,1,0,0,Match Report,Anthony-Martial,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
139,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Bournemouth,West Ham,N,RW,16.0,0.0,0.0,0,0,2,0,0,0,14,0,0,0,0.1,0.1,0.0,1,1,10,11,90.9,1,13,1,1,1,Match Report,Antoine-Semenyo,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
140,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Bournemouth,Liverpool,Y,RW,75.0,1.0,0.0,0,0,3,2,1,0,22,0,0,1,0.2,0.2,0.2,2,0,9,14,64.3,2,12,2,4,3,Match Report,Antoine-Semenyo,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
141,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Bournemouth,Tottenham,Y,RW,72.0,0.0,0.0,0,0,2,0,0,0,27,3,0,0,0.2,0.2,0.0,0,0,14,17,82.4,1,15,2,4,0,Match Report,Antoine-Semenyo,2023-24,,,,,,,,,L,0–2,0,2,0.0,1.0,3
143,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Bournemouth,Brentford,Y,RW,59.0,0.0,0.0,0,0,2,1,0,0,27,0,0,0,0.2,0.2,0.0,0,0,12,15,80.0,1,11,1,2,0,Match Report,Antoine-Semenyo,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
144,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Fulham,Everton,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,78.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,67.0,77.6,4.0,46.0,0.0,1.0,0.0,Match Report,Antonee-Robinson,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,1
145,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Fulham,Brentford,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,49.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,45.0,82.2,4.0,26.0,3.0,1.0,0.0,Match Report,Antonee-Robinson,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,2
146,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Fulham,Arsenal,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,40.0,3.0,0,1.0,0.0,0.0,0.2,1.0,0.0,19.0,30.0,63.3,3.0,15.0,2.0,0.0,0.0,Match Report,Antonee-Robinson,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,3
148,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Fulham,Manchester City,Y,LB,90.0,0.0,0.0,0,0,0,0,1,0,38.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,0.0,16.0,3.0,3.0,1.0,Match Report,Antonee-Robinson,2023-24,,,,,,,,,L,1–5,1,5,0.0,0.0,4
149,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,Y,RM,76.0,0.0,0.0,0,0,3,0,0,0,38,0,0,3,0.2,0.2,0.3,4,0,24,32,75.0,2,24,7,2,2,Match Report,Antony,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
150,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,Y,RW,65.0,0.0,0.0,0,0,3,0,1,0,37,6,2,0,0.2,0.2,0.1,2,0,14,19,73.7,5,24,3,3,0,Match Report,Antony,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
151,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,RW,84.0,0.0,0.0,0,0,4,2,0,0,55,0,0,0,0.2,0.2,0.4,7,0,37,44,84.1,6,46,3,5,1,Match Report,Antony,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
152,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,Manchester Utd,Arsenal,Y,RW,83.0,0.0,0.0,0,0,1,0,0,0,44,1,3,3,0.0,0.0,0.0,0,0,17,28,60.7,1,28,3,6,2,Match Report,Antony,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
153,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Sheffield Utd,Crystal Palace,N,RW,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Antwoine-Hackford,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
154,1,2023-08-18,Fri,Premier League,Matchweek 2,Away,Sheffield Utd,Nott'ham Forest,N,FW,9.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,1,0,Match Report,Antwoine-Hackford,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,2
155,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Arijanet-Muric,2023-24,0,0,0,0,0,0,0,0,L,0–3,0,3,0.0,1.0,1
156,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Burnley,Aston Villa,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Arijanet-Muric,2023-24,0,0,0,0,0,0,0,0,L,1–3,1,3,0.0,1.0,3
158,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Burnley,Tottenham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Arijanet-Muric,2023-24,0,0,0,0,0,0,0,0,L,2–5,2,5,0.0,1.0,4
159,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,N,FW,19.0,0.0,0.0,0,0,0,0,0,0,8.0,0.0,1,0.0,0.0,0.0,0.2,0.0,0.0,3.0,5.0,60.0,2.0,4.0,1.0,1.0,0.0,Match Report,Arnaut-Danjuma,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
160,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,N,"LM,FW",53.0,0.0,0.0,0,0,4,1,0,0,29.0,0.0,0,0.0,0.2,0.2,0.0,4.0,0.0,16.0,18.0,88.9,0.0,18.0,2.0,3.0,2.0,Match Report,Arnaut-Danjuma,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
161,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,Y,"FW,LM",89.0,0.0,0.0,0,0,5,3,0,0,23.0,0.0,0,0.0,0.5,0.5,0.0,2.0,0.0,12.0,17.0,70.6,1.0,20.0,5.0,1.0,0.0,Match Report,Arnaut-Danjuma,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,3
163,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Everton,Sheffield Utd,Y,LM,90.0,1.0,0.0,0,0,5,2,0,0,34.0,1.0,0,0.0,1.1,1.1,0.1,2.0,0.0,19.0,27.0,70.4,1.0,28.0,4.0,1.0,1.0,Match Report,Arnaut-Danjuma,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
165,1,2023-09-02,Sat,Premier League,Matchweek 4,Away,Tottenham,Burnley,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Ashley-Phillips,2023-24,0,0,0,0,0,0,0,0,W,5–2,5,2,0.0,0.0,4
166,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,55.0,1.0,0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,50.0,68.0,1.0,28.0,0.0,2.0,1.0,Match Report,Ashley-Young,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
167,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,57.0,2.0,0,0.0,0.0,0.0,0.1,3.0,0.0,39.0,53.0,73.6,8.0,31.0,3.0,1.0,0.0,Match Report,Ashley-Young,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
168,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,72.0,1.0,1,0.0,0.0,0.0,0.2,4.0,0.0,50.0,67.0,74.6,3.0,28.0,0.0,0.0,0.0,Match Report,Ashley-Young,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,3
170,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Everton,Sheffield Utd,Y,LB,90.0,0.0,0.0,0,0,1,1,0,0,98.0,4.0,1,2.0,0.1,0.1,0.1,2.0,0.0,50.0,82.0,61.0,6.0,50.0,3.0,1.0,0.0,Match Report,Ashley-Young,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
171,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Sheffield Utd,Crystal Palace,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Auston-Trusty,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,1
172,1,2023-08-18,Fri,Premier League,Matchweek 2,Away,Sheffield Utd,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Auston-Trusty,2023-24,0,0,0,0,0,0,0,0,L,1–2,1,2,0.0,0.0,2
173,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Sheffield Utd,Manchester City,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Auston-Trusty,2023-24,0,0,0,0,0,0,0,0,L,1–2,1,2,0.0,1.0,3
175,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Sheffield Utd,Everton,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Auston-Trusty,2023-24,0,0,0,0,0,0,0,0,D,2–2,2,2,0.0,1.0,4
176,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,Y,CB,90.0,1.0,0.0,0,0,2,1,0,0,108.0,1.0,2,1.0,0.5,0.5,0.0,0.0,0.0,89.0,98.0,90.8,5.0,78.0,0.0,0.0,0.0,Match Report,Axel-Disasi,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
177,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,Y,CB,90.0,0.0,0.0,0,0,0,0,1,0,115.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,111.0,88.3,9.0,86.0,2.0,0.0,0.0,Match Report,Axel-Disasi,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
178,2,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,Y,CB,90.0,0.0,0.0,0,0,1,1,0,0,106.0,1.0,1,1.0,0.1,0.1,0.0,0.0,0.0,87.0,96.0,90.6,3.0,69.0,0.0,0.0,0.0,Match Report,Axel-Disasi,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,3
180,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,Y,CB,90.0,0.0,0.0,0,0,2,0,0,0,115.0,0.0,1,0.0,0.1,0.1,0.1,1.0,0.0,101.0,108.0,93.5,11.0,87.0,2.0,0.0,0.0,Match Report,Axel-Disasi,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
182,1,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,N,CB,12.0,0.0,0.0,0,0,1,1,0,0,14,0,0,1,0.0,0.0,0.0,0,0,11,11,100.0,0,10,0,0,0,Match Report,Aymeric-Laporte,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
187,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Brighton,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Bart-Verbruggen,2023-24,,,,,,,,,W,4–1,4,1,0.0,1.0,1
188,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Brighton,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Bart-Verbruggen,2023-24,,,,,,,,,W,4–1,4,1,0.0,0.0,2
189,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brighton,West Ham,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,31,31,100.0,0,21,0,0,0,Match Report,Bart-Verbruggen,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
190,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,Brighton,Newcastle Utd,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,62,0,0,0,0.0,0.0,0.0,0,0,54,61,88.5,0,53,0,1,1,Match Report,Bart-Verbruggen,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,4
191,0,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Bashir-Humphreys,2023-24,0,0,0,0,0,0,0,0,L,1–3,1,3,0.0,0.0,2
192,1,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Bashir-Humphreys,2023-24,0,0,0,0,0,0,0,0,W,3–0,3,0,1.0,1.0,3
194,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,Y,WB,89.0,0.0,1.0,0,0,1,1,0,0,76,1,0,0,0.2,0.2,0.4,2,1,50,61,82.0,4,56,2,2,1,Match Report,Ben-Chilwell,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
195,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,Y*,WB,60.0,0.0,0.0,0,0,2,0,0,0,46,1,0,0,0.2,0.2,0.7,2,0,31,39,79.5,2,25,2,3,1,Match Report,Ben-Chilwell,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
196,2,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,Y*,"WB,LM",85.0,0.0,0.0,0,0,1,0,0,0,38,1,1,0,0.1,0.1,0.3,5,0,21,30,70.0,0,22,1,1,0,Match Report,Ben-Chilwell,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,3
198,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,Y*,WB,61.0,0.0,0.0,0,0,2,0,1,0,36,1,0,1,0.3,0.3,0.4,2,0,11,25,44.0,1,15,3,2,2,Match Report,Ben-Chilwell,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
199,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Tottenham,Brentford,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Ben-Davies,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,1
